,1000,5000,10000,50000,100000
0,0.0012197702863135892,0.09984039886276659,0.3297040515195431,0.45580872210693757,0.4687993281519855
1,0.002072988081168054,0.11351323133709892,0.3388835498719138,0.46720347621239006,0.48542369750833714
2,0.0030095217566508863,0.1285374197934941,0.35896454130783945,0.49097364973297325,0.5093398713101804
3,0.006212919870021998,0.15128414154779588,0.39918304396755383,0.5169282861351832,0.5344188826842734
4,0.012575635484309821,0.18943311070065627,0.4474023527375723,0.5461918373854161,0.5657946905874971
5,0.01550005008949363,0.2430542129281554,0.48832610135894516,0.5728400248382658,0.5959400367249527
6,0.03547948431802475,0.27927971510639954,0.5214787604732909,0.598671845753181,0.6226792447356708
7,0.049894411975362776,0.3020264949310953,0.5327409395352152,0.606328755614844,0.6267334830624419
8,0.0,0.09260393984158188,0.3194780165014124,0.45208595893549713,0.4667467856584164
9,0.0009262520191482433,0.09789577888221751,0.32851963233910175,0.4616277966643036,0.4789678334330383
10,0.0007336505947401631,0.09130257149328398,0.3374257479052352,0.4806386041455233,0.49923725046366135
11,4.482918950022826e-05,0.0679113613759259,0.33627614793815513,0.5014263713223249,0.5214095017947646
12,0.009982274750383486,0.15279849542555266,0.41172435336039126,0.5323277891873829,0.5504577299824281
13,0.016863697348120946,0.21279672363046867,0.4695171479446203,0.5649356924418658,0.5872909850819416
14,0.03170827064377438,0.27160352276212235,0.5260637581415678,0.6106305786936705,0.6318289589084849
15,0.05162691997533564,0.31107723670805987,0.5516743644427677,0.6236015742490296,0.6460898571645123
16,8.277651686779537e-05,0.0774430937463621,0.29451229159315334,0.4251840073930851,0.4429119292282788
17,0.00020838157193515776,0.06925498368747554,0.2827765028789113,0.4129171769431507,0.43460860301123705
18,0.0,0.02282481028910635,0.23809411098975727,0.376841685382345,0.39513857350300646
19,0.0,0.0,0.0,0.0,0.0
20,0.0003103162380920027,0.03488202793230574,0.25992841306182746,0.4245634985026459,0.43690184481299066
21,0.001940203920484416,0.07914350215772711,0.39764474779512915,0.5169337971355215,0.553758270887931
22,0.023467834352323302,0.23452965346454246,0.5304468918705156,0.6229423994360055,0.6445309934264096
23,0.06675136558432421,0.3417370439644521,0.5897524408583263,0.6553837069676126,0.6746896894126525
24,4.35679363502571e-05,0.05500860324189166,0.2578885485928886,0.3800591567627255,0.3874918843015338
25,0.0,0.044522911816608605,0.228067150793475,0.3482506387802987,0.3551340971619172
26,0.0,0.023886335650136276,0.15055070717971927,0.25220358138727533,0.2556692698468001
27,0.0,0.0,0.0,0.002496815455734026,0.0
28,2.729819481661859e-05,0.00886334725678605,0.11748762162469639,0.2241157786982952,0.21142955123825805
29,0.0,0.0,0.0,0.0,0.0
30,0.014033365793722757,0.1311875668678175,0.4996045190678462,0.6196327189012691,0.6436616150888913
31,0.12674289727221244,0.38313260737905247,0.6484336763168169,0.7085072441859344,0.7216668748299581
32,0.0,0.035473876997857035,0.18226776831430733,0.3374801820608028,0.35323278656850177
33,0.0,0.014854533229491419,0.1192439670292505,0.22397685153018895,0.25316153403465763
34,0.0,0.0,0.0,0.002496815455734026,0.0
35,0.0,0.0,0.0,0.0,0.0
36,1.7235327393434713e-07,0.0037845365233574566,0.08324546549030125,0.2101306591054437,0.20636634084020875
37,0.0006099868662914099,0.019527159103386416,0.20308502558838054,0.2869199310789994,0.2977559719769361
38,0.019718454398747743,0.13557698717307565,0.4681944178298631,0.5322512391865696,0.6065543364088702
39,0.17914974114360066,0.48351580507641145,0.7362097409801449,0.7801250387304959,0.7964284653851409
40,0.0,0.0061920019847921046,0.07649834916219005,0.29631964787260584,0.31902258902572234
41,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0
44,5.067873943232804e-09,0.001199436341666846,0.03526567451344629,0.12497840402663635,0.11477427517001808
45,1.6663533845994367e-05,0.0033688963185120073,0.058729630297719125,0.13913935583133288,0.13729731084175414
46,0.0,0.0,0.0,0.0,0.0
47,0.2524117366713866,0.6059154533313944,0.8379065478194344,0.8814705314028587,0.8925553980082847
48,0.0,0.000536608790373921,0.02752356883077944,0.27255582110483584,0.2982879913136398
49,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,1.3479179963870773e-05,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0
53,3.185377900867467e-07,0.009628811590443868,0.0,0.03080090865531839,0.004804237698472911
54,0.0,0.0,0.0,0.0,0.0
55,0.9924263524040432,1.0,1.0,1.0,0.9999
56,0.0,0.0005163888556259093,0.026652083135851178,0.2642222094465412,0.28975680118769415
57,0.0,7.903180925768438e-05,0.008158881826365885,0.17100985842047747,0.16903990043882625
58,0.0,8.343817796897073e-06,0.0014139771518216426,0.09099443367344366,0.07941101864504369
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.005313161623645272,0.0,0.010265864804726445
61,0.0,0.44023326155914144,0.5366829922874012,0.5075329740481017,0.5574289377715385
62,0.0,1.0,0.990366941217979,1.0,1.0
63,0.0,0.0,0.0,0.0,0.0
